,MemberNumber,NumberPurchased
1871,2806,10
1872,3919,10
1873,2401,10
1874,4793,10
1875,3660,10
1876,1473,10
1877,2069,10
1878,2262,10
1879,3475,10
1880,3186,10
1881,4096,10
1882,4593,10
1883,3382,10
1884,4684,10
1885,4629,10
1886,4105,10
1887,1996,10
1888,4244,10
1889,3298,10
1890,4690,9
1891,1139,9
1892,3686,9
1893,4264,9
1894,4059,9
1895,2934,9
1896,3059,9
1897,2266,9
1898,3123,9
1899,2831,9
1900,3828,9
1901,3053,9
1902,3907,9
1903,3256,9
1904,1126,9
1905,4879,9
1906,2147,9
1907,3767,9
1908,2326,9
1909,4355,9
1910,3670,9
1911,2104,9
1912,4680,9
1913,2141,9
1914,2843,9
1915,2358,9
1916,3787,9
1917,2788,9
1918,4048,9
1919,3749,9
1920,1215,9
1921,3378,9
1922,4245,9
1923,1544,9
1924,4733,9
1925,1829,9
1926,2544,9
1927,3751,9
1928,1141,9
1929,1325,9
1930,4582,9
1931,2020,9
1932,1546,9
1933,1173,9
1934,2824,9
1935,4950,9
1936,4539,9
1937,1168,9
1938,1194,9
1939,1336,9
1940,4359,9
1941,1987,9
1942,2427,9
1943,4710,9
1944,2237,9
1945,1165,9
1946,2241,9
1947,4063,9
1948,3267,9
1949,2888,9
1950,1698,9
1951,1154,9
1952,4252,9
1953,4634,9
1954,3804,9
1955,2233,9
1956,4179,9
1957,1655,9
1958,3927,9
1959,3338,9
1960,1186,9
1961,4478,9
1962,4050,9
1963,4298,9
1964,3766,9
1965,3784,9
1966,3079,9
1967,2742,9
1968,4492,9
1969,4337,9
1970,3573,9
1971,3765,9
1972,4960,9
1973,4479,9
1974,1993,9
1975,2981,9
1976,3843,9
1977,1779,9
1978,1803,9
1979,3952,9
1980,4944,9
1981,3890,9
1982,4749,9
1983,1449,9
1984,1163,9
1985,3861,9
1986,4013,9
1987,2149,9
1988,4357,9
1989,3407,9
1990,1828,9
1991,2471,9
1992,1947,9
1993,4356,9
1994,2850,9
1995,1756,9
1996,3312,9
1997,3273,9
1998,1549,9
1999,1399,9
2000,3109,9
2001,2312,9
2002,4103,9
2003,1670,9
2004,4648,9
2005,4344,9
2006,1054,9
2007,4561,9
2008,3929,9
2009,4758,9
2010,4408,9
2011,4556,9
2012,1742,9
2013,1617,9
2014,2702,9
2015,3022,9
2016,2962,9
2017,3731,9
2018,2044,9
2019,1804,9
2020,1319,9
2021,1874,9
2022,2156,9
2023,1009,9
2024,2703,9
2025,3898,9
2026,1281,9
2027,2508,9
2028,3470,9
2029,3283,9
2030,3839,9
2031,3459,9
2032,1331,9
2033,1773,9
2034,3161,9
2035,4046,9
2036,3656,9
2037,1209,9
2038,1268,9
2039,3735,9
2040,1627,9
2041,2928,9
2042,1045,9
2043,4074,9
2044,4578,9
2045,3339,9
2046,1497,9
2047,4071,9
2048,3816,9
2049,3646,9
2050,3259,9
2051,1669,9
2052,3658,9
2053,3680,9
2054,2256,9
2055,2067,9
2056,3158,9
2057,2059,9
2058,4230,9
2059,4461,9
2060,1799,9
2061,4977,9
2062,2778,9
2063,4325,9
2064,4003,9
2065,2804,9
2066,3953,9
2067,3525,9
2068,1847,9
2069,1034,9
2070,2561,9
2071,4502,9
2072,2649,9
2073,4617,9
2074,3809,9
2075,4122,9
2076,2921,9
2077,1027,9
2078,3716,9
2079,3334,9
2080,4289,9
2081,1843,9
2082,2073,9
2083,3801,9
2084,2343,9
2085,4471,9
2086,3639,9
2087,1495,9
2088,2167,9
2089,2446,9
2090,4620,9
2091,4394,9
2092,1824,9
2093,4554,9
2094,3842,9
2095,2301,9
2096,3785,9
2097,1928,9
2098,4591,9
2099,3551,9
2100,3667,9
2101,1306,9
2102,2974,9
2103,3023,9
2104,1297,9
2105,4640,9
2106,2500,9
2107,2623,9
2108,1503,9
2109,3699,9
2110,3241,9
2111,2416,9
2112,3815,9
2113,3759,9
2114,2353,9
2115,4226,9
2116,2049,9
2117,2762,9
2118,4847,9
2119,2466,9
2120,4149,9
2121,4119,9
2122,2914,9
2123,2460,9
2124,1853,9
2125,1624,9
2126,3357,9
2127,4401,9
2128,1431,9
2129,2700,9
2130,3829,9
2131,4132,9
2132,2782,9
2133,1970,9
2134,1088,9
2135,3027,9
2136,3427,9
2137,4008,9
2138,2419,9
2139,4371,9
2140,4172,9
2141,3452,8
2142,3423,8
2143,2577,8
2144,1018,8
2145,4066,8
2146,2901,8
2147,1606,8
2148,1585,8
2149,1685,8
2150,2376,8
2151,1716,8
2152,1002,8
2153,4665,8
2154,4823,8
2155,2661,8
2156,1323,8
2157,3673,8
2158,3923,8
2159,2594,8
2160,4763,8
2161,4698,8
2162,2726,8
2163,2509,8
2164,4171,8
2165,4897,8
2166,4557,8
2167,4658,8
2168,2496,8
2169,3479,8
2170,3554,8
2171,4956,8
2172,1364,8
2173,2111,8
2174,4014,8
2175,2750,8
2176,1684,8
2177,1261,8
2178,3850,8
2179,2671,8
2180,2969,8
2181,2516,8
2182,4552,8
2183,1212,8
2184,1955,8
2185,1864,8
2186,2880,8
2187,3659,8
2188,2260,8
2189,1505,8
2190,3662,8
2191,1536,8
2192,2064,8
2193,4221,8
2194,4439,8
2195,4075,8
2196,2537,8
2197,2250,8
2198,4838,8
2199,2571,8
2200,2110,8
2201,4144,8
2202,4664,8
2203,3712,8
2204,1597,8
2205,3426,8
2206,4435,8
2207,3311,8
2208,4859,8
2209,4368,8
2210,4349,8
2211,2287,8
2212,3112,8
2213,2264,8
2214,3463,8
2215,2753,8
2216,3303,8
2217,1578,8
2218,2113,8
2219,3854,8
2220,3088,8
2221,3451,8
2222,3428,8
2223,4894,8
2224,1308,8
2225,4660,8
2226,4022,8
2227,2790,8
2228,4424,8
2229,1849,8
2230,1142,8
2231,4219,8
2232,2245,8
2233,3665,8
2234,2933,8
2235,1058,8
2236,4893,8
2237,3449,8
2238,1181,8
2239,2620,8
2240,1498,8
2241,3521,8
2242,2195,8
2243,1003,8
2244,2943,8
2245,2865,8
2246,3930,8
2247,1717,8
2248,2827,8
2249,3935,8
2250,4229,8
2251,3417,8
2252,4854,8
2253,1434,8
2254,1043,8
2255,4818,8
2256,1765,8
2257,4651,8
2258,2468,8
2259,3925,8
2260,4903,8
2261,3720,8
2262,1760,8
2263,1396,8
2264,4580,8
2265,1311,8
2266,2449,8
2267,2257,8
2268,2217,8
2269,3563,8
2270,1772,8
2271,3058,8
2272,3695,8
2273,3730,8
2274,1095,8
2275,1890,8
2276,3693,8
2277,2871,8
2278,3636,8
2279,2506,8
2280,4080,8
2281,3133,8
2282,1478,8
2283,4193,8
2284,1295,8
2285,1971,8
2286,1446,8
2287,4575,8
2288,3020,8
2289,4901,8
2290,1152,8
2291,3795,8
2292,3729,8
2293,2627,8
2294,3904,8
2295,3564,8
2296,3546,8
2297,4522,8
2298,1200,8
2299,1057,8
2300,2999,8
2301,2744,8
2302,3498,8
2303,1588,8
2304,3601,8
2305,3102,8
2306,4919,8
2307,4876,8
2308,4845,8
2309,2207,8
2310,4954,8
2311,4300,8
2312,1678,8
2313,1569,8
2314,2606,8
2315,3664,8
2316,1461,8
2317,4691,8
2318,2802,8
2319,2388,8
2320,1604,8
2321,2798,8
2322,1564,8
2323,4985,8
2324,4711,8
2325,1280,8
2326,1856,8
2327,4607,8
2328,1749,8
2329,4460,8
2330,3591,8
2331,1196,8
2332,2664,8
2333,2135,8
2334,3145,8
2335,2608,8
2336,4752,8
2337,1299,8
2338,3772,8
2339,2908,8
2340,2299,8
2341,1992,8
2342,3713,8
2343,4370,8
2344,2472,8
2345,3242,8
2346,1638,8
2347,2639,8
2348,4659,8
2349,4101,8
2350,4285,8
2351,1850,8
2352,4934,8
2353,1217,8
2354,1488,8
2355,1897,8
2356,3869,8
2357,4489,8
2358,2939,8
2359,4213,8
2360,2884,8
2361,4273,8
2362,1067,8
2363,2062,8
2364,4415,8
2365,1389,8
2366,2119,8
2367,4839,8
2368,1155,8
2369,4361,8
2370,4017,8
2371,4726,8
2372,2683,8
2373,2698,8
2374,3568,8
2375,3342,8
2376,2037,8
2377,4638,8
2378,2483,8
2379,1528,8
2380,4418,8
2381,1229,8
2382,4154,8
2383,2159,8
2384,2205,8
2385,4246,8
2386,4935,8
2387,1508,8
2388,4830,8
2389,3965,8
2390,1049,8
2391,3561,8
2392,2025,8
2393,3444,8
2394,3238,8
2395,3455,8
2396,3386,8
2397,3210,8
2398,2839,8
2399,4798,8
2400,1188,8
2401,1484,8
2402,4304,8
2403,4001,8
2404,1246,8
2405,2695,8
2406,1821,8
2407,1738,8
2408,3640,8
2409,3443,8
2410,3033,8
2411,4764,8
2412,2872,8
2413,4701,8
2414,2368,8
2415,4873,8
2416,3228,8
2417,1571,8
2418,2208,8
2419,4395,8
2420,1985,8
2421,4963,8
2422,1705,8
2423,2279,8
2424,1791,8
2425,2680,8
2426,4896,8
2427,3867,8
2428,3226,8
2429,4116,8
2430,2444,8
2431,3061,8
2432,4940,8
2433,4100,8
2434,3493,8
2435,3275,8
2436,1207,8
2437,2522,8
2438,1879,8
2439,3106,8
2440,4538,8
2441,4238,8
2442,2085,8
2443,3349,8
2444,1115,8
2445,3710,8
2446,3921,8
2447,3851,8
2448,4622,8
2449,3200,8
2450,2076,8
2451,1021,8
2452,2369,8
2453,1730,8
2454,4635,8
2455,4990,8
2456,3260,8
2457,1140,8
2458,3550,8
2459,2815,8
2460,1535,8
2461,2155,8
2462,1893,8
2463,2801,8
2464,4765,8
2465,2673,8
2466,2464,8
2467,3773,8
2468,2445,8
2469,1398,8
2470,3331,8
2471,3586,8
2472,4856,8
2473,1369,8
2474,4881,8
2475,1244,8
2476,4184,8
2477,2616,8
2478,1848,8
2479,2053,8
2480,3411,8
2481,2542,8
2482,3167,7
2483,2174,7
2484,2646,7
2485,4626,7
2486,4673,7
2487,2276,7
2488,1914,7
2489,4511,7
2490,1157,7
2491,3806,7
2492,2258,7
2493,1911,7
2494,3387,7
2495,2642,7
2496,4060,7
2497,2002,7
2498,2181,7
2499,1845,7
2500,4443,7
2501,2108,7
2502,4702,7
2503,1732,7
2504,4414,7
2505,4871,7
2506,4290,7
2507,2485,7
2508,1550,7
2509,2875,7
2510,1064,7
2511,2644,7
2512,4670,7
2513,3096,7
2514,3285,7
2515,3172,7
2516,4126,7
2517,1720,7
2518,4849,7
2519,3293,7
2520,2000,7
2521,2319,7
2522,1902,7
2523,1458,7
2524,4413,7
2525,1958,7
2526,1660,7
2527,4283,7
2528,2766,7
2529,2328,7
2530,4586,7
2531,1288,7
2532,3494,7
2533,3871,7
2534,3403,7
2535,3375,7
2536,4547,7
2537,1161,7
2538,3060,7
2539,1232,7
2540,4176,7
2541,1647,7
2542,1274,7
2543,2749,7
2544,1085,7
2545,4341,7
2546,2168,7
2547,2938,7
2548,2183,7
2549,2954,7
2550,3316,7
2551,1078,7
2552,1547,7
2553,3157,7
2554,2970,7
2555,2013,7
2556,2206,7
2557,3159,7
2558,2283,7
2559,1559,7
2560,1187,7
2561,3902,7
2562,4813,7
2563,2023,7
2564,4976,7
2565,3317,7
2566,3611,7
2567,2863,7
2568,3516,7
2569,2658,7
2570,4689,7
2571,3860,7
2572,1298,7
2573,3352,7
2574,2528,7
2575,4970,7
2576,4535,7
2577,1529,7
2578,3954,7
2579,2451,7
2580,3577,7
2581,4516,7
2582,3394,7
2583,3263,7
2584,2980,7
2585,2768,7
2586,3219,7
2587,4469,7
2588,1598,7
2589,4343,7
2590,4984,7
2591,2533,7
2592,3213,7
2593,3265,7
2594,1545,7
2595,2277,7
2596,3616,7
2597,4987,7
2598,2902,7
2599,3482,7
2600,4242,7
2601,3271,7
2602,4672,7
2603,1376,7
2604,2412,7
2605,2392,7
2606,1868,7
2607,2477,7
2608,1346,7
2609,3006,7
2610,1834,7
2611,2030,7
2612,1593,7
2613,1083,7
2614,1487,7
2615,3016,7
2616,3235,7
2617,1518,7
2618,1198,7
2619,2032,7
2620,2838,7
2621,4315,7
2622,4979,7
2623,2630,7
2624,2538,7
2625,3852,7
2626,4913,7
2627,4908,7
2628,3183,7
2629,2115,7
2630,3488,7
2631,2536,7
2632,4450,7
2633,2098,7
2634,2786,7
2635,4968,7
2636,1831,7
2637,2947,7
2638,1301,7
2639,1304,7
2640,4696,7
2641,2951,7
2642,3644,7
2643,4227,7
2644,1784,7
2645,2610,7
2646,1413,7
2647,3781,7
2648,2631,7
2649,3202,7
2650,2611,7
2651,2569,7
2652,1805,7
2653,3277,7
2654,2143,7
2655,3065,7
2656,1728,7
2657,1393,7
2658,4329,7
2659,2926,7
2660,2898,7
2661,3466,7
2662,3055,7
2663,2626,7
2664,2774,7
2665,4770,7
2666,3715,7
2667,4811,7
2668,4404,7
2669,4833,7
2670,3540,7
2671,4175,7
2672,1982,7
2673,2488,7
2674,2971,7
2675,4553,7
2676,2675,7
2677,3433,7
2678,4786,7
2679,3739,7
2680,4771,7
2681,3068,7
2682,4677,7
2683,3279,7
2684,1418,7
2685,4373,7
2686,1916,7
2687,1718,7
2688,1502,7
2689,4878,7
2690,4654,7
2691,1031,7
2692,1101,7
2693,2305,7
2694,1408,7
2695,2134,7
2696,3118,7
2697,1639,7
2698,1134,7
2699,4031,7
2700,3513,7
2701,2619,7
2702,3708,7
2703,2398,7
2704,4409,7
2705,4058,7
2706,2259,7
2707,1909,7
2708,1763,7
2709,4477,7
2710,4310,7
2711,3912,7
2712,1388,7
2713,5000,7
2714,2434,7
2715,1015,7
2716,2771,7
2717,1149,7
2718,1686,7
2719,1680,6
2720,2818,6
2721,4422,6
2722,1725,6
2723,4898,6
2724,1371,6
2725,1891,6
2726,4713,6
2727,2473,6
2728,4400,6
2729,2559,6
2730,3302,6
2731,1926,6
2732,4067,6
2733,3597,6
2734,2724,6
2735,2705,6
2736,2463,6
2737,4381,6
2738,1809,6
2739,2481,6
2740,2922,6
2741,2352,6
2742,3676,6
2743,4167,6
2744,2318,6
2745,3650,6
2746,1405,6
2747,4870,6
2748,4339,6
2749,1538,6
2750,4781,6
2751,4053,6
2752,1781,6
2753,1350,6
2754,4287,6
2755,1532,6
2756,3853,6
2757,4033,6
2758,2286,6
2759,3143,6
2760,2862,6
2761,1066,6
2762,4577,6
2763,1912,6
2764,2095,6
2765,1423,6
2766,1383,6
2767,1920,6
2768,1778,6
2769,4848,6
2770,4887,6
2771,3974,6
2772,4051,6
2773,2877,6
2774,1721,6
2775,3075,6
2776,3440,6
2777,1610,6
2778,3135,6
2779,4709,6
2780,2917,6
2781,1262,6
2782,2780,6
2783,4751,6
2784,3820,6
2785,2379,6
2786,4955,6
2787,3530,6
2788,2316,6
2789,1316,6
2790,2397,6
2791,2897,6
2792,1681,6
2793,3914,6
2794,4010,6
2795,3755,6
2796,1573,6
2797,4581,6
2798,1520,6
2799,1786,6
2800,2635,6
2801,3415,6
2802,2994,6
2803,1586,6
2804,1145,6
2805,2114,6
2806,3288,6
2807,4331,6
2808,1351,6
2809,4866,6
2810,1594,6
2811,3169,6
2812,1315,6
2813,3722,6
2814,4644,6
2815,1253,6
2816,1079,6
2817,4145,6
2818,3485,6
2819,3569,6
2820,1387,6
2821,3678,6
2822,2679,6
2823,3217,6
2824,3977,6
2825,4270,6
2826,3346,6
2827,1842,6
2828,2967,6
2829,3280,6
2830,4674,6
2831,3397,6
2832,1048,6
2833,4570,6
2834,2278,6
2835,3457,6
2836,2520,6
2837,4803,6
2838,2985,6
2839,2541,6
2840,3244,6
2841,4858,6
2842,4861,6
2843,1951,6
2844,1270,6
2845,3425,6
2846,3916,6
2847,3989,6
2848,2360,6
2849,2681,6
2850,2905,6
2851,1665,6
2852,4533,6
2853,4089,6
2854,4910,6
2855,4081,6
2856,4241,6
2857,1105,6
2858,3798,6
2859,1344,6
2860,1882,6
2861,3800,6
2862,3110,6
2863,4407,6
2864,2269,6
2865,2384,6
2866,4016,6
2867,4034,6
2868,2721,6
2869,1258,6
2870,4880,6
2871,2808,6
2872,3156,6
2873,2557,6
2874,4090,6
2875,4706,6
2876,4543,6
2877,2670,6
2878,2372,6
2879,3441,6
2880,4064,6
2881,2605,6
2882,2965,6
2883,4966,6
2884,2411,6
2885,3799,6
2886,1022,6
2887,3724,6
2888,4507,6
2889,3532,6
2890,3984,6
2891,4079,6
2892,1451,6
2893,2219,6
2894,3870,6
2895,2220,6
2896,4542,6
2897,4957,6
2898,3534,6
2899,1392,6
2900,4668,6
2901,2354,6
2902,1771,6
2903,1936,6
2904,3351,6
2905,3810,6
2906,4363,6
2907,1099,6
2908,3188,6
2909,1409,6
2910,3129,6
2911,4358,6
2912,1191,6
2913,2490,6
2914,2809,6
2915,4189,6
2916,1317,6
2917,3029,6
2918,4021,6
2919,1138,6
2920,4971,6
2921,4140,6
2922,3805,6
2923,4136,6
2924,3750,6
2925,4318,6
2926,1635,6
2927,3151,6
2928,1521,6
2929,3420,6
2930,1047,6
2931,2371,6
2932,2036,6
2933,3292,6
2934,4983,6
2935,3383,6
2936,3069,6
2937,4254,6
2938,4256,6
2939,1548,6
2940,2677,6
2941,1633,6
2942,3996,6
2943,2737,6
2944,4888,6
2945,2034,6
2946,3018,6
2947,1195,6
2948,3017,6
2949,4997,6
2950,3538,6
2951,2125,6
2952,2008,6
2953,4360,6
2954,2303,6
2955,3958,6
2956,4458,6
2957,4159,6
2958,4558,6
2959,2457,6
2960,3406,6
2961,3150,6
2962,2009,6
2963,4070,6
2964,4729,6
2965,1056,6
2966,1629,6
2967,4738,6
2968,1836,6
2969,3838,6
2970,4411,6
2971,4943,6
2972,4139,6
2973,2966,6
2974,3092,6
2975,1445,6
2976,1463,6
2977,1147,6
2978,2140,6
2979,3473,6
2980,4532,6
2981,2323,6
2982,2351,6
2983,1607,6
2984,2187,6
2985,2890,6
2986,2146,6
2987,1727,6
2988,1424,6
2989,2846,6
2990,3281,6
2991,3461,6
2992,2733,6
2993,3012,6
2994,1533,6
2995,4420,6
2996,2458,6
2997,1582,6
2998,4225,6
2999,1978,6
3000,4061,6
3001,2662,6
3002,3836,6
3003,1854,6
3004,1672,6
3005,3368,6
3006,4428,6
3007,1990,6
3008,3945,6
3009,2424,6
3010,4902,6
3011,3320,6
3012,2450,6
3013,4605,6
3014,3553,6
3015,3876,6
3016,4723,6
3017,4597,6
3018,2657,6
3019,2075,6
3020,2094,6
3021,3313,6
3022,4520,6
3023,1601,6
3024,1348,6
3025,3753,6
3026,2253,6
3027,1650,6
3028,3955,6
3029,1581,6
3030,1214,6
3031,4682,6
3032,1657,6
3033,4663,6
3034,2003,6
3035,4185,6
3036,2177,6
3037,1904,6
3038,1562,6
3039,2221,6
3040,4095,6
3041,1927,6
3042,1988,6
3043,1042,6
3044,4157,6
3045,2190,6
3046,3578,6
3047,3355,6
3048,1386,6
3049,1382,6
3050,1873,6
3051,1055,6
3052,3305,6
3053,4731,6
3054,1159,6
3055,3754,6
3056,2708,6
3057,3807,6
3058,2007,6
3059,1590,6
3060,2674,6
3061,1807,6
3062,4345,6
3063,3445,6
3064,3087,6
3065,3195,6
3066,3408,6
3067,2579,6
3068,2593,6
3069,1710,6
3070,2308,6
3071,3726,6
3072,2324,6
3073,1122,6
3074,3628,6
3075,4488,6
3076,2551,6
3077,4484,6
3078,4909,6
3079,1694,6
3080,4917,6
3081,1137,6
3082,1357,6
3083,4571,6
3084,1025,6
3085,2078,6
3086,3130,6
3087,3641,6
3088,2704,6
3089,3003,6
3090,2478,5
3091,3191,5
3092,2923,5
3093,2192,5
3094,2823,5
3095,2797,5
3096,2027,5
3097,4518,5
3098,4402,5
3099,4385,5
3100,3813,5
3101,2334,5
3102,4271,5
3103,4311,5
3104,3057,5
3105,3834,5
3106,1249,5
3107,2853,5
3108,3374,5
3109,2180,5
3110,4615,5
3111,1082,5
3112,1689,5
3113,1151,5
3114,1644,5
3115,3696,5
3116,4480,5
3117,1506,5
3118,1875,5
3119,1059,5
3120,2892,5
3121,1712,5
3122,1735,5
3123,3218,5
3124,2638,5
3125,1179,5
3126,3889,5
3127,3359,5
3128,1530,5
3129,1338,5
3130,2088,5
3131,2667,5
3132,3008,5
3133,3341,5
3134,3964,5
3135,3024,5
3136,4801,5
3137,3019,5
3138,2949,5
3139,3602,5
3140,1645,5
3141,1525,5
3142,2395,5
3143,1794,5
3144,1563,5
3145,4865,5
3146,2461,5
3147,1840,5
3148,4846,5
3149,4874,5
3150,3634,5
3151,2583,5
3152,4918,5
3153,4829,5
3154,4231,5
3155,3885,5
3156,3837,5
3157,3074,5
3158,2891,5
3159,2634,5
3160,2767,5
3161,1321,5
3162,2609,5
3163,2493,5
3164,1184,5
3165,3198,5
3166,3654,5
3167,2586,5
3168,4927,5
3169,3655,5
3170,2377,5
3171,4020,5
3172,1714,5
3173,1192,5
3174,1974,5
3175,4052,5
3176,3892,5
3177,1254,5
3178,4327,5
3179,4611,5
3180,3052,5
3181,1972,5
3182,2313,5
3183,3250,5
3184,4087,5
3185,1631,5
3186,2172,5
3187,1236,5
3188,4054,5
3189,3434,5
3190,2945,5
3191,1080,5
3192,3968,5
3193,3747,5
3194,4784,5
3195,2770,5
3196,3073,5
3197,4390,5
3198,1769,5
3199,4625,5
3200,3647,5
3201,2060,5
3202,1857,5
3203,1662,5
3204,1467,5
3205,2655,5
3206,3330,5
3207,1334,5
3208,3047,5
3209,3269,5
3210,3379,5
3211,3939,5
3212,1429,5
3213,1367,5
3214,1858,5
3215,2588,5
3216,1683,5
3217,2976,5
3218,4198,5
3219,2936,5
3220,2046,5
3221,3978,5
3222,1766,5
3223,2227,5
3224,3319,5
3225,2080,5
3226,1861,5
3227,3231,5
3228,3567,5
3229,4907,5
3230,2462,5
3231,4475,5
3232,3868,5
3233,3332,5
3234,4393,5
3235,1907,5
3236,4161,5
3237,1464,5
3238,1941,5
3239,2527,5
3240,2335,5
3241,2998,5
3242,4619,5
3243,4519,5
3244,3078,5
3245,1164,5
3246,2728,5
3247,1570,5
3248,4099,5
3249,3037,5
3250,1537,5
3251,2995,5
3252,1362,5
3253,3884,5
3254,1539,5
3255,3147,5
3256,3734,5
3257,2118,5
3258,2057,5
3259,2546,5
3260,2486,5
3261,1318,5
3262,4513,5
3263,3969,5
3264,2105,5
3265,2246,5
3266,2145,5
3267,3196,5
3268,4317,4
3269,4278,4
3270,2249,4
3271,1193,4
3272,1310,4
3273,1485,4
3274,1744,4
3275,3395,4
3276,2423,4
3277,1433,4
3278,4900,4
3279,1965,4
3280,4497,4
3281,3792,4
3282,4027,4
3283,3333,4
3284,1402,4
3285,3995,4
3286,3216,4
3287,1975,4
3288,4047,4
3289,3404,4
3290,4642,4
3291,2887,4
3292,3291,4
3293,4965,4
3294,1044,4
3295,3940,4
3296,4173,4
3297,4609,4
3298,3056,4
3299,4850,4
3300,4612,4
3301,1378,4
3302,2347,4
3303,2214,4
3304,2084,4
3305,4490,4
3306,2012,4
3307,1960,4
3308,2378,4
3309,1812,4
3310,1640,4
3311,4805,4
3312,3432,4
3313,2845,4
3314,3632,4
3315,2330,4
3316,2199,4
3317,3627,4
3318,2722,4
3319,2624,4
3320,4774,4
3321,1219,4
3322,1068,4
3323,1709,4
3324,3501,4
3325,2660,4
3326,4528,4
3327,3240,4
3328,4604,4
3329,3032,4
3330,3373,4
3331,2929,4
3332,2822,4
3333,4332,4
3334,1112,4
3335,2603,4
3336,4005,4
3337,3177,4
3338,3040,4
3339,3335,4
3340,1166,4
3341,4309,4
3342,4647,4
3343,2342,4
3344,2621,4
3345,3572,4
3346,2915,4
3347,2531,4
3348,3618,4
3349,2455,4
3350,2776,4
3351,3453,4
3352,3992,4
3353,3103,4
3354,2731,4
3355,3888,4
3356,1359,4
3357,4964,4
3358,2725,4
3359,1222,4
3360,3464,4
3361,1411,4
3362,2686,4
3363,3630,4
3364,4210,4
3365,3802,4
3366,1860,4
3367,1643,4
3368,3278,4
3369,4530,4
3370,1918,4
3371,4739,4
3372,2697,4
3373,4452,4
3374,1072,4
3375,4791,4
3376,3125,4
3377,1568,4
3378,3626,4
3379,1201,4
3380,1981,4
3381,2487,4
3382,3859,4
3383,4724,4
3384,3131,4
3385,3007,4
3386,2637,4
3387,4168,4
3388,1471,4
3389,2024,4
3390,3076,4
3391,3975,4
3392,2919,4
3393,3598,4
3394,3638,4
3395,4995,4
3396,2526,4
3397,3049,4
3398,3326,4
3399,2739,4
3400,2740,4
3401,4481,4
3402,3541,4
3403,4032,4
3404,4250,4
3405,4534,4
3406,3979,4
3407,1453,4
3408,2812,4
3409,1189,4
3410,1589,4
3411,4382,4
3412,4205,4
3413,1401,4
3414,2173,4
3415,1511,4
3416,3580,4
3417,1630,4
3418,3512,4
3419,1516,4
3420,4863,4
3421,1070,4
3422,3211,4
3423,3742,4
3424,2859,4
3425,1260,4
3426,1795,4
3427,3585,4
3428,3981,4
3429,2665,4
3430,2161,4
3431,1557,4
3432,1739,4
3433,2501,4
3434,1614,4
3435,2575,4
3436,3381,4
3437,1919,4
3438,1481,4
3439,4239,4
3440,3001,4
3441,4551,4
3442,2710,4
3443,4465,4
3444,2350,4
3445,2280,4
3446,3366,4
3447,4627,4
3448,3146,4
3449,4365,4
3450,3286,4
3451,1337,4
3452,4560,4
3453,1273,4
3454,2026,4
3455,2050,4
3456,3725,4
3457,4792,4
3458,3733,4
3459,4135,4
3460,3901,4
3461,3714,4
3462,3085,4
3463,3249,4
3464,4653,4
3465,1257,4
3466,3908,4
3467,4936,4
3468,2438,4
3469,4562,4
3470,4354,4
3471,4595,4
3472,4383,4
3473,3594,4
3474,2539,4
3475,4599,4
3476,3566,4
3477,2881,4
3478,1124,4
3479,3064,4
3480,3212,4
3481,1953,4
3482,3933,4
3483,2856,4
3484,1180,4
3485,1224,4
3486,2285,4
3487,2039,4
3488,2228,4
3489,4483,4
3490,4374,4
3491,4174,4
3492,3163,4
3493,3936,4
3494,3514,4
3495,1415,4
3496,4920,4
3497,4730,4
3498,1762,4
3499,2878,4
3500,4282,4
3501,2983,4
3502,1790,4
3503,3906,4
3504,2153,4
3505,2322,4
3506,2833,4
3507,3412,4
3508,1915,4
3509,4143,4
3510,1841,4
3511,4123,4
3512,1437,4
3513,4716,4
3514,4396,4
3515,2848,4
3516,4882,4
3517,1880,4
3518,2006,4
3519,1459,4
3520,1177,4
3521,2179,4
3522,2429,4
3523,3152,4
3524,4810,4
3525,1167,4
3526,4093,4
3527,1063,4
3528,1448,4
3529,1700,4
3530,1394,4
3531,4714,4
3532,2591,4
3533,3253,4
3534,1707,4
3535,3418,4
3536,3272,4
3537,3174,4
3538,2015,4
3539,3711,4
3540,4347,4
3541,2913,4
3542,3652,4
3543,4768,4
3544,2425,4
3545,1046,4
3546,2116,4
3547,2607,4
3548,3610,4
3549,2137,4
3550,2576,4
3551,2121,4
3552,1005,4
3553,4707,4
3554,1490,4
3555,2842,4
3556,1292,4
3557,1531,4
3558,3623,4
3559,3098,4
3560,2016,4
3561,2911,4
3562,4378,4
3563,1284,4
3564,4379,4
3565,4209,4
3566,1755,4
3567,1263,4
3568,2963,4
3569,3108,4
3570,3542,4
3571,3791,4
3572,1024,4
3573,1944,4
3574,4857,4
3575,1942,4
3576,2651,4
3577,1957,4
3578,3883,4
3579,1247,4
3580,1462,4
3581,2275,4
3582,2329,4
3583,2886,4
3584,3707,4
3585,3004,4
3586,2615,4
3587,4158,4
3588,1666,4
3589,4974,4
3590,3350,4
3591,4948,4
3592,1886,4
3593,3318,4
3594,2112,4
3595,1830,4
3596,3993,3
3597,2482,3
3598,1447,3
3599,2734,3
3600,3223,3
3601,4186,3
3602,4928,3
3603,4775,3
3604,2992,3
3605,1251,3
3606,3648,3
3607,3555,3
3608,4889,3
3609,3124,3
3610,3376,3
3611,4973,3
3612,2684,3
3613,4141,3
3614,3197,3
3615,3700,3
3616,3944,3
3617,2858,3
3618,2953,3
